id,title,location_id,location_name,location_slug,city,property_type,area_sqft,bedrooms,bathrooms,property_age,floor_number,total_floors,amenities,amenity_count,has_parking,has_power_backup,has_security,has_gym,has_pool,has_clubhouse,lat,lng,base_micro_price_sqft,fair_value_sqft,fair_value_total,current_price,monthly_rent,rental_yield,infra_score,flood_risk_score,demand_index,supply_index,selling_days,status,listed_date
2638,3 BHK Gated Community Apartment in Tambaram,3,Tambaram,tambaram,Chennai,Gated Community Apartment,1891,3,3,14,6,13,"[""24/7 Security"", ""Power Backup"", ""Intercom"", ""Swimming Pool""]",4,False,True,True,False,True,False,12.92383,80.12129,5100,4799,9074909,9528654,28737,3.8,79,32,84,54,60,Active,2026-07-16
2639,3 BHK Apartment in Velachery,2,Velachery,velachery,Chennai,Apartment,1651,3,2,8,4,11,"[""EV Charging Station"", ""Clubhouse"", ""Children Play Area"", ""Rainwater Harvesting"", ""24/7 Security""]",5,False,False,True,False,False,True,12.9777,80.23477,7800,7531,12433681,12682355,47662,4.6,82,78,79,62,75,Sold,2026-01-25
2640,3 BHK Apartment in OMR (Old Mahabalipuram Road),1,OMR (Old Mahabalipuram Road),omr,Chennai,Apartment,1928,3,3,9,5,11,"[""Rainwater Harvesting"", ""EV Charging Station"", ""Covered Car Parking"", ""Intercom"", ""Children Play Area""]",5,True,False,False,False,False,False,12.89754,80.21511,6200,5760,11105280,11660544,37943,4.1,88,45,68,82,115,Active,2026-07-18
2641,2 BHK Gated Community Apartment in T. Nagar,12,T. Nagar,t-nagar,Chennai,Gated Community Apartment,885,2,2,2,17,20,"[""EV Charging Station"", ""Intercom"", ""Children Play Area"", ""Swimming Pool"", ""Covered Car Parking"", ""Gymnasium"", ""Rainwater Harvesting"", ""24/7 Security""]",8,True,False,True,True,True,False,13.0426,80.24651,14800,17304,15314040,16079742,43390,3.4,95,40,85,36,45,Active,2026-04-20
2642,2 BHK Gated Community Apartment in Porur,5,Porur,porur,Chennai,Gated Community Apartment,1073,2,2,4,9,11,"[""24/7 Security"", ""Swimming Pool"", ""Power Backup"", ""Gymnasium"", ""Intercom""]",5,False,True,True,True,True,False,13.03337,80.16109,6400,7342,7877966,7720407,28229,4.3,85,42,81,58,65,Sold,2026-02-28
2643,3 BHK Independent House in Perungudi,10,Perungudi,perungudi,Chennai,Independent House,1267,3,3,2,1,2,"[""EV Charging Station"", ""Power Backup"", ""Gymnasium""]",3,False,True,False,True,False,False,12.96396,80.24223,7500,7578,9601326,9601326,36005,4.5,86,58,77,60,72,Active,2026-06-17
2644,3 BHK Apartment in Anna Nagar,4,Anna Nagar,anna-nagar,Chennai,Apartment,1848,3,3,15,8,13,"[""24/7 Security"", ""Swimming Pool"", ""EV Charging Station"", ""Intercom""]",4,False,False,True,False,True,False,13.08409,80.21356,14200,12986,23998128,23518165,55996,2.8,94,22,86,42,48,Active,2026-04-28
2645,2 BHK Apartment in Guindy,6,Guindy,guindy,Chennai,Apartment,851,2,2,4,13,18,"[""Intercom"", ""Clubhouse""]",2,False,False,False,False,False,True,13.00382,80.19242,11500,11419,9717569,9328866,31582,3.9,96,30,78,45,52,Active,2026-02-26
2646,3 BHK Apartment in Adyar,11,Adyar,adyar,Chennai,Apartment,1410,3,2,13,7,22,"[""Clubhouse"", ""EV Charging Station"", ""24/7 Security"", ""Children Play Area"", ""Power Backup""]",5,False,True,True,False,False,True,12.9994,80.2651,15800,14858,20949780,20530784,45391,2.6,93,38,88,38,42,Active,2026-06-26
2647,3 BHK Gated Community Apartment in Anna Nagar,4,Anna Nagar,anna-nagar,Chennai,Gated Community Apartment,1482,3,2,11,12,13,"[""Rainwater Harvesting"", ""Children Play Area"", ""Clubhouse"", ""Covered Car Parking"", ""Swimming Pool"", ""Power Backup"", ""24/7 Security""]",7,True,True,True,False,True,True,13.08459,80.2087,14200,13698,20300436,21924471,47368,2.8,94,22,86,42,48,Active,2026-01-09
2648,2 BHK Apartment in ECR (East Coast Road),9,ECR (East Coast Road),ecr,Chennai,Apartment,968,2,2,6,2,7,"[""24/7 Security"", ""Power Backup"", ""Covered Car Parking""]",3,True,True,True,False,False,False,12.85351,80.26237,9200,9012,8723616,9159797,23263,3.2,75,68,69,52,90,Active,2026-03-19
2649,3 BHK Villa in ECR (East Coast Road),9,ECR (East Coast Road),ecr,Chennai,Villa,4333,3,3,6,1,3,"[""Gymnasium"", ""Clubhouse"", ""24/7 Security"", ""Rainwater Harvesting""]",4,False,False,True,True,False,True,12.86096,80.24515,9200,11222,48624926,46679929,129666,3.2,75,68,69,52,90,Sold,2026-04-24
2650,4 BHK Penthouse in Anna Nagar,4,Anna Nagar,anna-nagar,Chennai,Penthouse,3161,4,5,0,27,27,"[""Intercom"", ""Power Backup"", ""Children Play Area"", ""Clubhouse""]",4,False,True,False,False,False,True,13.09161,80.20414,14200,22870,72292070,78075436,168681,2.8,94,22,86,42,48,Active,2026-01-03
2651,2 BHK Apartment in T. Nagar,12,T. Nagar,t-nagar,Chennai,Apartment,1023,2,2,11,12,22,"[""Covered Car Parking"", ""24/7 Security"", ""Clubhouse"", ""Swimming Pool"", ""Intercom""]",5,True,False,True,False,True,True,13.03909,80.22712,14800,14484,14817132,14520789,41982,3.4,95,40,85,36,45,Active,2026-07-07
2652,2 BHK Apartment in Velachery,2,Velachery,velachery,Chennai,Apartment,1059,2,2,10,7,10,"[""EV Charging Station"", ""Clubhouse"", ""Rainwater Harvesting"", ""Power Backup"", ""Children Play Area""]",5,False,True,False,False,False,True,12.96159,80.22926,7800,7139,7560201,7711405,28981,4.6,82,78,79,62,75,Active,2026-04-16
2653,3 BHK Independent House in Guindy,6,Guindy,guindy,Chennai,Independent House,2578,3,3,15,1,3,"[""Power Backup""]",1,False,True,False,False,False,False,12.99965,80.20276,11500,9503,24498734,24498734,79621,3.9,96,30,78,45,52,Sold,2026-03-20
2654,3 BHK Apartment in Velachery,2,Velachery,velachery,Chennai,Apartment,1505,3,2,9,21,21,"[""Children Play Area"", ""EV Charging Station""]",2,False,False,False,False,False,False,12.9877,80.22447,7800,7604,11444020,11215140,43869,4.6,82,78,79,62,75,Sold,2026-05-20
2655,3 BHK Apartment in OMR (Old Mahabalipuram Road),1,OMR (Old Mahabalipuram Road),omr,Chennai,Apartment,1781,3,3,0,3,7,"[""Gymnasium""]",1,False,False,False,True,False,False,12.8731,80.23112,6200,6517,11606777,11142506,39656,4.1,88,45,68,82,115,Sold,2026-05-04
2656,2 BHK Apartment in Guindy,6,Guindy,guindy,Chennai,Apartment,850,2,2,5,5,13,"[""Children Play Area"", ""24/7 Security""]",2,False,False,True,False,False,False,13.00228,80.19403,11500,10835,9209750,9393945,29932,3.9,96,30,78,45,52,Active,2026-07-03
2657,4 BHK Apartment in Porur,5,Porur,porur,Chennai,Apartment,2618,4,3,12,1,6,"[""Children Play Area""]",1,False,False,False,False,False,False,13.02986,80.14527,6400,5925,15511650,15511650,55583,4.3,85,42,81,58,65,Active,2026-06-20
2658,2 BHK Gated Community Apartment in OMR (Old Mahabalipuram Road),1,OMR (Old Mahabalipuram Road),omr,Chennai,Gated Community Apartment,1171,2,2,2,19,23,"[""EV Charging Station"", ""Power Backup"", ""Swimming Pool"", ""Intercom""]",4,False,True,False,False,True,False,12.90369,80.22784,6200,7454,8728634,8903207,29823,4.1,88,45,68,82,115,Active,2026-05-13
2659,3 BHK Apartment in Sholinganallur,8,Sholinganallur,sholinganallur,Chennai,Apartment,1676,3,3,12,1,9,"[""Swimming Pool""]",1,False,False,False,False,True,False,12.90523,80.24089,6100,5319,8914644,8736351,32687,4.4,84,62,72,78,105,Active,2026-04-06
2660,2 BHK Gated Community Apartment in Medavakkam,7,Medavakkam,medavakkam,Chennai,Gated Community Apartment,1195,2,2,11,1,9,"[""Children Play Area"", ""EV Charging Station"", ""Clubhouse"", ""Intercom"", ""Rainwater Harvesting"", ""24/7 Security""]",6,False,False,True,False,False,True,12.91801,80.19171,5400,5497,6568915,6700293,21896,4.0,80,52,82,64,70,Sold,2026-07-25
2661,4 BHK Villa in Adyar,11,Adyar,adyar,Chennai,Villa,4018,4,4,2,1,2,"[""EV Charging Station"", ""Rainwater Harvesting"", ""Swimming Pool"", ""Intercom"", ""Children Play Area"", ""Clubhouse"", ""24/7 Security"", ""Power Backup""]",8,False,True,True,False,True,True,12.98964,80.25247,15800,21786,87536148,91912955,189662,2.6,93,38,88,38,42,Sold,2026-04-22
2662,2 BHK Gated Community Apartment in Sholinganallur,8,Sholinganallur,sholinganallur,Chennai,Gated Community Apartment,943,2,2,13,1,17,"[""Covered Car Parking"", ""Children Play Area"", ""Intercom"", ""EV Charging Station"", ""Swimming Pool"", ""Rainwater Harvesting""]",6,True,False,False,False,True,False,12.90397,80.21997,6100,5822,5490146,5764653,20131,4.4,84,62,72,78,105,Active,2026-05-16
2663,4 BHK Independent House in Anna Nagar,4,Anna Nagar,anna-nagar,Chennai,Independent House,3151,4,4,17,1,2,"[""24/7 Security"", ""Power Backup"", ""Intercom"", ""Children Play Area"", ""EV Charging Station""]",5,False,True,True,False,False,False,13.07882,80.19959,14200,11979,37745829,37745829,88074,2.8,94,22,86,42,48,Sold,2026-04-02
2664,2 BHK Gated Community Apartment in Tambaram,3,Tambaram,tambaram,Chennai,Gated Community Apartment,926,2,2,15,13,19,"[""Children Play Area"", ""Covered Car Parking"", ""Rainwater Harvesting"", ""EV Charging Station"", ""Clubhouse"", ""Intercom"", ""Power Backup""]",7,True,True,False,False,False,True,12.92336,80.11678,5100,5240,4852240,5240419,15365,3.8,79,32,84,54,60,Active,2026-04-20
2665,4 BHK Villa in Porur,5,Porur,porur,Chennai,Villa,4792,4,4,7,1,3,"[""Gymnasium"", ""Covered Car Parking"", ""Intercom"", ""Children Play Area"", ""EV Charging Station"", ""Rainwater Harvesting"", ""Clubhouse""]",7,True,False,False,True,False,True,13.03862,80.14566,6400,8287,39711304,40505530,142299,4.3,85,42,81,58,65,Active,2026-07-11
2666,1 BHK Gated Community Apartment in Adyar,11,Adyar,adyar,Chennai,Gated Community Apartment,683,1,1,0,5,8,"[""Covered Car Parking"", ""Power Backup"", ""EV Charging Station"", ""Intercom"", ""Gymnasium"", ""24/7 Security"", ""Swimming Pool"", ""Clubhouse""]",8,True,True,True,True,True,True,13.00994,80.26426,15800,17967,12271461,13253178,26588,2.6,93,38,88,38,42,Sold,2026-07-24
2667,3 BHK Independent House in ECR (East Coast Road),9,ECR (East Coast Road),ecr,Chennai,Independent House,2389,3,3,22,1,1,"[""24/7 Security"", ""Covered Car Parking"", ""Swimming Pool"", ""Gymnasium"", ""Power Backup""]",5,True,True,True,True,True,False,12.85999,80.23776,9200,7371,17609319,17609319,46958,3.2,75,68,69,52,90,Sold,2026-07-02
2668,2 BHK Apartment in Sholinganallur,8,Sholinganallur,sholinganallur,Chennai,Apartment,1041,2,2,6,9,11,"[""Intercom"", ""Covered Car Parking""]",2,True,False,False,False,False,False,12.89539,80.23571,6100,6231,6486471,6616200,23784,4.4,84,62,72,78,105,Active,2026-02-24
2669,2 BHK Independent House in Perungudi,10,Perungudi,perungudi,Chennai,Independent House,2767,2,2,14,1,3,"[""Intercom"", ""Swimming Pool"", ""24/7 Security""]",3,False,False,True,False,True,False,12.96082,80.23628,7500,6710,18566570,17823907,69625,4.5,86,58,77,60,72,Active,2026-04-07
2670,4 BHK Apartment in OMR (Old Mahabalipuram Road),1,OMR (Old Mahabalipuram Road),omr,Chennai,Apartment,2896,4,4,0,3,6,"[""Power Backup"", ""Clubhouse"", ""24/7 Security"", ""Children Play Area""]",4,False,True,True,False,False,True,12.88543,80.21864,6200,6738,19513248,18732718,66670,4.1,88,45,68,82,115,Active,2026-01-26
2671,3 BHK Apartment in T. Nagar,12,T. Nagar,t-nagar,Chennai,Apartment,1697,3,3,14,8,20,"[""Children Play Area"", ""Power Backup"", ""Intercom"", ""Clubhouse"", ""EV Charging Station""]",5,False,True,False,False,False,True,13.04042,80.24575,14800,13587,23057139,23518282,65329,3.4,95,40,85,36,45,Sold,2026-04-09
2672,4 BHK Apartment in T. Nagar,12,T. Nagar,t-nagar,Chennai,Apartment,2807,4,4,7,2,17,"[""Clubhouse"", ""EV Charging Station""]",2,False,False,False,False,False,True,13.05128,80.24129,14800,13325,37403275,36655210,105976,3.4,95,40,85,36,45,Active,2026-05-20
2673,3 BHK Independent House in Sholinganallur,8,Sholinganallur,sholinganallur,Chennai,Independent House,2474,3,3,6,1,3,"[""Rainwater Harvesting""]",1,False,False,False,False,False,False,12.89467,80.21572,6100,5820,14398680,14398680,52795,4.4,84,62,72,78,105,Active,2026-01-02
2674,1 BHK Apartment in Velachery,2,Velachery,velachery,Chennai,Apartment,680,1,1,1,14,19,"[""Intercom"", ""Gymnasium"", ""Covered Car Parking"", ""Swimming Pool""]",4,True,False,False,True,True,False,12.96759,80.2301,7800,7847,5335960,5442679,20455,4.6,82,78,79,62,75,Sold,2026-05-09
2675,3 BHK Apartment in Perungudi,10,Perungudi,perungudi,Chennai,Apartment,1767,3,3,6,9,10,"[""Swimming Pool"", ""Children Play Area""]",2,False,False,False,False,True,False,12.96224,80.23075,7500,7412,13097004,12573124,49114,4.5,86,58,77,60,72,Sold,2026-02-11
2676,5 BHK Villa in Sholinganallur,8,Sholinganallur,sholinganallur,Chennai,Villa,3720,5,5,7,1,3,"[""Rainwater Harvesting"", ""Power Backup"", ""Covered Car Parking"", ""Swimming Pool"", ""Clubhouse"", ""Gymnasium""]",6,True,True,False,True,True,True,12.88546,80.24678,6100,7876,29298720,29884694,107429,4.4,84,62,72,78,105,Sold,2026-07-15
2677,3 BHK Apartment in OMR (Old Mahabalipuram Road),1,OMR (Old Mahabalipuram Road),omr,Chennai,Apartment,1820,3,3,15,7,14,"[""EV Charging Station""]",1,False,False,False,False,False,False,12.90276,80.22221,6200,5567,10131940,9726662,34617,4.1,88,45,68,82,115,Active,2026-06-18
2678,3 BHK Apartment in Adyar,11,Adyar,adyar,Chennai,Apartment,1443,3,2,3,7,11,"[""Rainwater Harvesting"", ""Gymnasium""]",2,False,False,False,True,False,False,13.00836,80.25917,15800,15740,22712820,22258564,49211,2.6,93,38,88,38,42,Sold,2026-04-09
2679,3 BHK Apartment in Guindy,6,Guindy,guindy,Chennai,Apartment,1882,3,3,6,6,7,"[""EV Charging Station"", ""Children Play Area""]",2,False,False,False,False,False,False,13.00137,80.21068,11500,11422,21496204,22571014,69863,3.9,96,30,78,45,52,Active,2026-03-23
2680,3 BHK Apartment in ECR (East Coast Road),9,ECR (East Coast Road),ecr,Chennai,Apartment,1291,3,3,1,3,22,"[""Covered Car Parking"", ""Gymnasium"", ""Swimming Pool"", ""Children Play Area""]",4,True,False,False,True,True,False,12.85211,80.24643,9200,9839,12702149,12956192,33872,3.2,75,68,69,52,90,Sold,2026-04-02
2681,2 BHK Apartment in Sholinganallur,8,Sholinganallur,sholinganallur,Chennai,Apartment,1239,2,2,9,21,21,"[""Intercom"", ""24/7 Security"", ""Power Backup"", ""Children Play Area""]",4,False,True,True,False,False,False,12.89876,80.22692,6100,5639,6986721,6707252,25618,4.4,84,62,72,78,105,Sold,2026-05-27
2682,2 BHK Apartment in Guindy,6,Guindy,guindy,Chennai,Apartment,1071,2,2,9,11,14,"[""24/7 Security""]",1,False,False,True,False,False,False,13.01473,80.20689,11500,10815,11582865,11582865,37644,3.9,96,30,78,45,52,Active,2026-04-06
2683,1 BHK Gated Community Apartment in ECR (East Coast Road),9,ECR (East Coast Road),ecr,Chennai,Gated Community Apartment,522,1,1,14,2,10,"[""Intercom"", ""Power Backup"", ""Children Play Area"", ""EV Charging Station"", ""Clubhouse"", ""Gymnasium""]",6,False,True,False,True,False,True,12.86113,80.23898,9200,8931,4661982,5034941,12432,3.2,75,68,69,52,90,Active,2026-04-16
2684,2 BHK Apartment in T. Nagar,12,T. Nagar,t-nagar,Chennai,Apartment,1232,2,2,8,17,23,"[""24/7 Security"", ""Swimming Pool"", ""Covered Car Parking""]",3,True,False,True,False,True,False,13.03956,80.22917,14800,14785,18215120,19672330,51610,3.4,95,40,85,36,45,Active,2026-01-07
2685,4 BHK Gated Community Apartment in Tambaram,3,Tambaram,tambaram,Chennai,Gated Community Apartment,2034,4,4,13,12,24,"[""Covered Car Parking"", ""Clubhouse""]",2,True,False,False,False,False,True,12.90928,80.11606,5100,5117,10407978,10616138,32959,3.8,79,32,84,54,60,Active,2026-07-02
2686,3 BHK Gated Community Apartment in Velachery,2,Velachery,velachery,Chennai,Gated Community Apartment,1442,3,2,4,2,24,"[""Rainwater Harvesting"", ""Children Play Area"", ""Intercom"", ""Gymnasium"", ""EV Charging Station"", ""Swimming Pool""]",6,False,False,False,True,True,False,12.98315,80.20959,7800,7978,11504276,12079490,44100,4.6,82,78,79,62,75,Active,2026-02-08
2687,3 BHK Apartment in Guindy,6,Guindy,guindy,Chennai,Apartment,1689,3,3,7,1,12,"[""EV Charging Station""]",1,False,False,False,False,False,False,13.00093,80.20876,11500,10717,18101013,19006064,58828,3.9,96,30,78,45,52,Active,2026-01-26
2688,3 BHK Independent House in Guindy,6,Guindy,guindy,Chennai,Independent House,1346,3,3,23,1,1,"[""Power Backup"", ""Clubhouse"", ""Swimming Pool"", ""EV Charging Station""]",4,False,True,False,False,True,True,13.01466,80.20185,11500,9152,12318592,12072220,40035,3.9,96,30,78,45,52,Active,2026-06-20
2689,3 BHK Villa in Guindy,6,Guindy,guindy,Chennai,Villa,4487,3,3,0,1,3,"[""24/7 Security"", ""Clubhouse""]",2,False,False,True,False,False,True,13.01066,80.19753,11500,15101,67758187,66403023,220214,3.9,96,30,78,45,52,Sold,2026-05-05
2690,1 BHK Gated Community Apartment in T. Nagar,12,T. Nagar,t-nagar,Chennai,Gated Community Apartment,697,1,1,1,5,16,"[""Intercom"", ""Gymnasium"", ""Swimming Pool"", ""24/7 Security""]",4,False,False,True,True,True,False,13.04694,80.23104,14800,18427,12843619,12586747,36390,3.4,95,40,85,36,45,Active,2026-01-12
2691,2 BHK Apartment in Porur,5,Porur,porur,Chennai,Apartment,1212,2,2,11,7,18,"[""EV Charging Station"", ""Rainwater Harvesting"", ""Power Backup"", ""24/7 Security""]",4,False,True,True,False,False,False,13.03298,80.17171,6400,5898,7148376,7505795,25615,4.3,85,42,81,58,65,Active,2026-02-09
2692,4 BHK Penthouse in T. Nagar,12,T. Nagar,t-nagar,Chennai,Penthouse,4141,4,5,8,19,19,"[""Gymnasium"", ""Covered Car Parking"", ""Rainwater Harvesting"", ""24/7 Security"", ""EV Charging Station"", ""Power Backup"", ""Intercom"", ""Clubhouse""]",8,True,True,True,True,False,True,13.04868,80.21196,14800,20501,84894641,83196748,240535,3.4,95,40,85,36,45,Active,2026-07-05
2693,3 BHK Apartment in Medavakkam,7,Medavakkam,medavakkam,Chennai,Apartment,1414,3,3,10,5,7,"[""Covered Car Parking"", ""Rainwater Harvesting""]",2,True,False,False,False,False,False,12.94133,80.18284,5400,5223,7385322,7976148,24618,4.0,80,52,82,64,70,Active,2026-04-25
2694,3 BHK Gated Community Apartment in ECR (East Coast Road),9,ECR (East Coast Road),ecr,Chennai,Gated Community Apartment,1361,3,3,1,10,14,"[""Swimming Pool"", ""Intercom"", ""Gymnasium""]",3,False,False,False,True,True,False,12.85425,80.24645,9200,10843,14757323,15495189,39353,3.2,75,68,69,52,90,Active,2026-06-28
2695,2 BHK Apartment in Perungudi,10,Perungudi,perungudi,Chennai,Apartment,1005,2,2,14,12,12,"[""Gymnasium"", ""Covered Car Parking"", ""Swimming Pool"", ""Children Play Area""]",4,True,False,False,True,True,False,12.96147,80.25837,7500,6979,7013895,7575007,26302,4.5,86,58,77,60,72,Active,2026-05-18
2696,3 BHK Apartment in Porur,5,Porur,porur,Chennai,Apartment,1397,3,3,8,2,4,"[""Children Play Area"", ""24/7 Security"", ""Swimming Pool""]",3,False,False,True,False,True,False,13.04858,80.15586,6400,5986,8362442,8195193,29965,4.3,85,42,81,58,65,Active,2026-01-15
2697,3 BHK Gated Community Apartment in Medavakkam,7,Medavakkam,medavakkam,Chennai,Gated Community Apartment,1649,3,3,6,10,15,"[""Covered Car Parking"", ""Intercom"", ""Gymnasium"", ""Children Play Area""]",4,True,False,False,True,False,False,12.92252,80.18935,5400,5851,9648299,9262367,32161,4.0,80,52,82,64,70,Active,2026-06-05
2698,2 BHK Gated Community Apartment in Adyar,11,Adyar,adyar,Chennai,Gated Community Apartment,1074,2,2,14,5,14,"[""EV Charging Station"", ""Rainwater Harvesting"", ""Intercom"", ""Clubhouse"", ""Children Play Area"", ""24/7 Security"", ""Gymnasium"", ""Power Backup""]",8,False,True,True,True,False,True,13.01147,80.25567,15800,15621,16776954,16776954,36350,2.6,93,38,88,38,42,Active,2026-01-05
2699,4 BHK Villa in Anna Nagar,4,Anna Nagar,anna-nagar,Chennai,Villa,2807,4,4,9,1,3,"[""Power Backup"", ""EV Charging Station"", ""Intercom"", ""24/7 Security"", ""Swimming Pool"", ""Covered Car Parking"", ""Rainwater Harvesting"", ""Children Play Area""]",8,True,True,True,False,True,False,13.0695,80.20033,14200,17734,49779338,53761685,116152,2.8,94,22,86,42,48,Sold,2026-03-12
2700,4 BHK Apartment in Perungudi,10,Perungudi,perungudi,Chennai,Apartment,2560,4,4,14,14,22,"[""Gymnasium"", ""Children Play Area"", ""Intercom""]",3,False,False,False,True,False,False,12.96097,80.24151,7500,6716,17192960,16849101,64474,4.5,86,58,77,60,72,Sold,2026-05-11
2701,3 BHK Apartment in Medavakkam,7,Medavakkam,medavakkam,Chennai,Apartment,1780,3,2,11,6,8,"[""Power Backup"", ""Covered Car Parking"", ""Swimming Pool"", ""Gymnasium"", ""Rainwater Harvesting""]",5,True,True,False,True,True,False,12.91808,80.19788,5400,5424,9654720,9847814,32182,4.0,80,52,82,64,70,Active,2026-05-24
2702,3 BHK Independent House in OMR (Old Mahabalipuram Road),1,OMR (Old Mahabalipuram Road),omr,Chennai,Independent House,1607,3,3,6,1,1,"[""Clubhouse"", ""EV Charging Station"", ""Children Play Area"", ""Rainwater Harvesting""]",4,False,False,False,False,False,True,12.90186,80.23799,6200,6139,9865373,9668066,33707,4.1,88,45,68,82,115,Active,2026-03-27
2703,3 BHK Apartment in Guindy,6,Guindy,guindy,Chennai,Apartment,1922,3,2,15,2,12,"[""Swimming Pool""]",1,False,False,False,False,True,False,13.0083,80.20552,11500,9454,18170588,18170588,59054,3.9,96,30,78,45,52,Sold,2026-03-11
2704,2 BHK Apartment in ECR (East Coast Road),9,ECR (East Coast Road),ecr,Chennai,Apartment,998,2,2,10,6,15,"[""Children Play Area"", ""Clubhouse"", ""Gymnasium""]",3,False,False,False,True,False,True,12.86067,80.25121,9200,8781,8763438,8938707,23369,3.2,75,68,69,52,90,Active,2026-06-07
2705,2 BHK Gated Community Apartment in Anna Nagar,4,Anna Nagar,anna-nagar,Chennai,Gated Community Apartment,1186,2,2,13,14,19,"[""Swimming Pool"", ""Intercom"", ""Covered Car Parking"", ""Children Play Area"", ""Rainwater Harvesting"", ""Clubhouse""]",6,True,False,False,False,True,True,13.08348,80.20364,14200,14701,17435386,18830217,40683,2.8,94,22,86,42,48,Active,2026-01-17
2706,4 BHK Independent House in Medavakkam,7,Medavakkam,medavakkam,Chennai,Independent House,1308,4,4,8,1,2,"[""EV Charging Station""]",1,False,False,False,False,False,False,12.93558,80.18771,5400,5050,6605400,6341184,22018,4.0,80,52,82,64,70,Active,2026-03-22
2707,3 BHK Apartment in Sholinganallur,8,Sholinganallur,sholinganallur,Chennai,Apartment,1442,3,2,14,23,24,"[""Power Backup"", ""Rainwater Harvesting"", ""Children Play Area"", ""24/7 Security"", ""Intercom""]",5,False,True,True,False,False,False,12.89653,80.22179,6100,5662,8164604,7838020,29937,4.4,84,62,72,78,105,Active,2026-05-22
2708,3 BHK Apartment in Anna Nagar,4,Anna Nagar,anna-nagar,Chennai,Apartment,1710,3,2,11,19,20,"[""Gymnasium""]",1,False,False,False,True,False,False,13.07872,80.22569,14200,12837,21951270,21073219,51220,2.8,94,22,86,42,48,Active,2026-07-25
2709,3 BHK Villa in ECR (East Coast Road),9,ECR (East Coast Road),ecr,Chennai,Villa,2520,3,3,1,1,2,"[""Power Backup"", ""Clubhouse"", ""Swimming Pool"", ""Gymnasium""]",4,False,True,False,True,True,True,12.85807,80.24542,9200,11729,29557080,30148222,78819,3.2,75,68,69,52,90,Sold,2026-01-20
2710,2 BHK Independent House in T. Nagar,12,T. Nagar,t-nagar,Chennai,Independent House,2072,2,2,8,1,3,"[""Children Play Area"", ""Power Backup"", ""EV Charging Station"", ""24/7 Security"", ""Swimming Pool""]",5,False,True,True,False,True,False,13.02763,80.22426,14800,14269,29565368,28974061,83769,3.4,95,40,85,36,45,Active,2026-06-22
2711,2 BHK Apartment in Anna Nagar,4,Anna Nagar,anna-nagar,Chennai,Apartment,1175,2,2,5,17,18,"[""Intercom""]",1,False,False,False,False,False,False,13.07654,80.21079,14200,13790,16203250,17013412,37808,2.8,94,22,86,42,48,Active,2026-05-10
2712,5 BHK Penthouse in Porur,5,Porur,porur,Chennai,Penthouse,4642,5,6,1,28,28,"[""Children Play Area"", ""EV Charging Station"", ""Rainwater Harvesting"", ""Power Backup"", ""Gymnasium"", ""Clubhouse"", ""Covered Car Parking"", ""24/7 Security""]",8,True,True,True,True,False,True,13.03242,80.1391,6400,9956,46215752,44367122,165606,4.3,85,42,81,58,65,Active,2026-03-17
2713,1 BHK Apartment in T. Nagar,12,T. Nagar,t-nagar,Chennai,Apartment,595,1,1,13,7,9,"[""EV Charging Station"", ""24/7 Security"", ""Clubhouse""]",3,False,False,True,False,False,True,13.03951,80.22382,14800,13156,7827820,8454046,22179,3.4,95,40,85,36,45,Active,2026-03-09
2714,2 BHK Apartment in OMR (Old Mahabalipuram Road),1,OMR (Old Mahabalipuram Road),omr,Chennai,Apartment,1181,2,2,5,7,21,"[""Rainwater Harvesting"", ""Children Play Area"", ""Intercom"", ""Gymnasium""]",4,False,False,False,True,False,False,12.89209,80.21952,6200,6228,7355268,7502373,25130,4.1,88,45,68,82,115,Active,2026-06-11
2715,1 BHK Apartment in ECR (East Coast Road),9,ECR (East Coast Road),ecr,Chennai,Apartment,697,1,1,14,16,21,"[""24/7 Security"", ""Clubhouse"", ""Rainwater Harvesting""]",3,False,False,True,False,False,True,12.8529,80.24741,9200,8142,5674974,5788473,15133,3.2,75,68,69,52,90,Active,2026-06-03
2716,3 BHK Apartment in Porur,5,Porur,porur,Chennai,Apartment,1543,3,3,10,7,23,"[""Gymnasium"", ""Covered Car Parking""]",2,True,False,False,True,False,False,13.04545,80.15975,6400,5912,9122216,9122216,32688,4.3,85,42,81,58,65,Active,2026-04-10
2717,2 BHK Apartment in Adyar,11,Adyar,adyar,Chennai,Apartment,1164,2,2,4,1,12,"[""Rainwater Harvesting"", ""Swimming Pool"", ""Children Play Area"", ""Clubhouse""]",4,False,False,False,False,True,True,13.00103,80.25981,15800,16167,18818388,19759307,40773,2.6,93,38,88,38,42,Active,2026-04-22
2718,3 BHK Villa in ECR (East Coast Road),9,ECR (East Coast Road),ecr,Chennai,Villa,2698,3,3,2,1,2,"[""Clubhouse"", ""Power Backup"", ""Rainwater Harvesting"", ""EV Charging Station"", ""Intercom"", ""24/7 Security""]",6,False,True,True,False,False,True,12.85614,80.25783,9200,12385,33414730,34083025,89106,3.2,75,68,69,52,90,Sold,2026-01-08
2719,2 BHK Gated Community Apartment in Sholinganallur,8,Sholinganallur,sholinganallur,Chennai,Gated Community Apartment,1098,2,2,1,9,21,"[""Gymnasium"", ""Power Backup"", ""Children Play Area"", ""Intercom"", ""Clubhouse""]",5,False,True,False,True,False,True,12.90358,80.21824,6100,7284,7997832,8637659,29325,4.4,84,62,72,78,105,Active,2026-05-11
